Reviewed	Classification	UniProt	Title	PDB chain IDs
FALSE	4.4	P19573	P19573 Nitrous-oxide reductase OS=Pseudomonas stutzeri OX=316 GN=nosZ PE=1 SV=1	3sbpA,3sbpB,3sbpC,3sbpD,3sbpE,3sbpF,3sbpG,3sbpH,3sbqA,3sbqB,3sbrA,3sbrB,3sbrC,3sbrD,3sbrE,3sbrF,3sbrG,3sbrH,6rkzA,6rkzB,6rl0A,6rl0B,6rl0C,6rl0D
FALSE	3.1	A0A0H4TJ34	A0A0H4TJ34 Tail spike protein OS=Acinetobacter phage Fri1 OX=1647373 GN=Fri1_49 PE=1 SV=1	6c72C
FALSE	3.1	J7QLC0	J7QLC0 Bifunctional hemolysin/adenylate cyclase OS=Bordetella pertussis (strain ATCC 9797 / DSM 5571 / NCTC 10739 / 18323) OX=568706 GN=cya PE=1 SV=2	5cvwA
FALSE	5.2	P0A6N4	P0A6N4 Elongation factor P OS=Escherichia coli (strain K12) OX=83333 GN=efp PE=1 SV=2	3a5zH
FALSE	3.3	Q09161	Q09161 Nuclear cap-binding protein subunit 1 OS=Homo sapiens OX=9606 GN=NCBP1 PE=1 SV=1	1h2tC,1h2uA,1h2uB,1h2vC,1n52A,1n54A,3fexA,3feyA,5oo6A,5oo6D,5oo6G,5oo6J,5oo6M,5oo6P,5oo6S,5oo6V
FALSE	4.9	O08912	O08912 Polypeptide N-acetylgalactosaminyltransferase 1 OS=Mus musculus OX=10090 GN=Galnt1 PE=1 SV=1	1xhbA
FALSE	5.4	P33896	P33896 Interferon alpha/beta receptor 1 OS=Mus musculus OX=10090 GN=Ifnar1 PE=1 SV=2	3wcyA
FALSE	4.1	Q9WXM1	Q9WXM1 L-Ala-D/L-Glu epimerase OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 GN=TM_0006 PE=1 SV=1	2zadA,2zadB,2zadC,2zadD,3deqA,3deqB,3deqC,3deqD,3derA,3derB,3derC,3derD,3desA,3desB,3desC,3desD,3dfyA,3dfyB,3dfyC,3dfyD,3dfyE,3dfyF,3dfyG,3dfyH,3dfyI,3dfyJ,3dfyK,3dfyL,3dfyM,3dfyN,3dfyO,3dfyP
FALSE	3.6	Q92I37	Q92I37 Beta sliding clamp OS=Rickettsia conorii (strain ATCC VR-613 / Malish 7) OX=272944 GN=dnaN PE=1 SV=1	5w7zA
FALSE	3.2	Q9HCJ2	Q9HCJ2 Leucine-rich repeat-containing protein 4C OS=Homo sapiens OX=9606 GN=LRRC4C PE=1 SV=1	3zyjA,3zyjC
FALSE	3.3	O22265	O22265 Signal recognition particle 43 kDa protein, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CAO PE=1 SV=2	3deoA,3depA,3ui2A
FALSE	3.3	A6TH02	A6TH02 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=yjcO PE=1 SV=1	3rjvA
FALSE	4.2	A0A1S7IWI8	A0A1S7IWI8 Fluorescent protein OS=Acropora digitifera OX=70779 GN=M PE=1 SV=1	6aa7A
FALSE	3.1	Q8DQ18	Q8DQ18 Bifunctional protein GlmU OS=Streptococcus pneumoniae (strain ATCC BAA-255 / R6) OX=171101 GN=glmU PE=1 SV=2	4aawA,4ac3A
FALSE	3.6	P0CAU5	P0CAU5 Beta sliding clamp OS=Caulobacter vibrioides (strain ATCC 19089 / CB15) OX=190650 GN=dnaN PE=1 SV=1	5wceA
FALSE	4.2	P05825	P05825 Ferrienterobactin receptor OS=Escherichia coli (strain K12) OX=83333 GN=fepA PE=1 SV=2	1fepA
FALSE	4.1	P14223	P14223 Fructose-bisphosphate aldolase OS=Plasmodium falciparum OX=5833 GN=FBPA PE=1 SV=1	1a5cA
FALSE	4.1	O59543	O59543 Ribonuclease P protein component 3 OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=rnp3 PE=1 SV=1	1v77A,2czvB
FALSE	4.2	A0A0M7H8A9	A0A0M7H8A9 Outer membrane protein (Porin) OS=Enterobacter cloacae OX=550 GN=ompF PE=1 SV=1	6eneA
FALSE	3.6	P57766	P57766 DNA polymerase sliding clamp 1 OS=Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX=273057 GN=pcn1 PE=1 SV=1	2hiiA
FALSE	3.4	Q8DP99	Q8DP99 Choline binding protein OS=Streptococcus pneumoniae (strain ATCC BAA-255 / R6) OX=171101 GN=spr1274 PE=1 SV=1	3hiaB
FALSE	3.3	P04825	P04825 Aminopeptidase N OS=Escherichia coli (strain K12) OX=83333 GN=pepN PE=1 SV=2	3b2pA,4xn9A
FALSE	3.3	Q80U58	Q80U58 Pumilio homolog 2 OS=Mus musculus OX=10090 GN=Pum2 PE=1 SV=2	3gvoA,3gvtA,3gvtB
FALSE	3.3	Q66GI4	Q66GI4 Proteinaceous RNase P 1, chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=PRORP1 PE=1 SV=1	4g23A,4g24A,4g25A,4g26A,6bv6A,6bv8A
FALSE	3.1	Q01518	Q01518 Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5	1k8fB,1k8fC,1k8fD
FALSE	3.1	Q837D8	Q837D8 Pentapeptide repeat family protein OS=Enterococcus faecalis (strain ATCC 700802 / V583) OX=226185 GN=EF_0905 PE=1 SV=1	2w7zA,2w7zB
FALSE	3.2	P0C192	P0C192 Leucine-rich repeat-containing protein 4B OS=Mus musculus OX=10090 GN=Lrrc4b PE=1 SV=1	3zynA,3zynB,3zyoA
FALSE	3.3	O00629	O00629 Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1	4uaeA,5xzxA,6bvvA,6bvzA,6bw9A,6bwaA,6bwbA
FALSE	4.9	Q93HT5	Q93HT5 HA-33 OS=Clostridium botulinum OX=1491 GN=ha-33 PE=1 SV=1	5b2hA,5b2hB
FALSE	4.1	P00924	P00924 Enolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENO1 PE=1 SV=3	1p43A,2xh7A
FALSE	4.2	Q9U6Y3	Q9U6Y3 GFP-like fluorescent chromoprotein cFP484 OS=Clavularia sp. OX=86521 PE=1 SV=1	2hqkA
FALSE	4.5	P9WPY5	P9WPY5 3-phosphoshikimate 1-carboxyvinyltransferase OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=aroA PE=1 SV=1	2bjbA,2o0bA,2o0dA,2o0eA,2o0xA,2o0zA,2o15A
FALSE	4.2	Q9HUR5	Q9HUR5 Vanillate porin OpdK OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=opdK PE=1 SV=1	2qtkA,2qtkB,2y2xB,3sysB
FALSE	3.6	P04525	P04525 Sliding clamp OS=Enterobacteria phage T4 OX=10665 GN=45 PE=1 SV=3	1czdA,3u61G,3u61H
FALSE	3.6	J1IY24	J1IY24 Beta sliding clamp OS=Bartonella birtlesii LL-WM9 OX=1094552 GN=ME7_01154 PE=1 SV=1	6degA,6degB
FALSE	4.1	Q8U092	Q8U092 N-(5'-phosphoribosyl)anthranilate isomerase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=trpF PE=1 SV=1	4aajA
FALSE	3.6	D0VWY8	D0VWY8 DNA polymerase sliding clamp OS=Haloferax volcanii OX=2246 GN=pcn PE=1 SV=1	3hi8A
FALSE	4.2	Q12ML0	Q12ML0 Uncharacterized protein OS=Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013) OX=318161 GN=Sden_2034 PE=1 SV=1	2q03A
FALSE	4.1	A5KUH4	A5KUH4 D-galactonate dehydratase family member VSWAT3_13707 OS=Vibrionales bacterium (strain SWAT-3) OX=391574 GN=VSWAT3_13707 PE=1 SV=1	3dfhA,3dfhB,3dfhC,3r25A,3r25B,3r25C,3r25D,3r25E,3r25F,3r25G,3r25H,3sbfA,3sbfB,3sbfC,3sbfD
FALSE	3.1	Q816R4	Q816R4 Putative acetyltransferase/acyltransferase OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711) OX=226900 GN=BC_4754 PE=1 SV=1	1xhdA
FALSE	4.1	R4NR95	R4NR95 Enoyl-[acyl-carrier-protein] reductase [FMN] OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 GN=Tmari_0801 PE=1 SV=1	5gvhA
FALSE	4.1	O06739	O06739 Phosphosulfolactate synthase OS=Bacillus subtilis (strain 168) OX=224308 GN=yitD PE=1 SV=1	1u83A
FALSE	4.1	Q8AAM9	Q8AAM9 DUF5109 domain-containing protein OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50) OX=226186 GN=BT_0435 PE=1 SV=1	4h41A,4h41B,4h41C
FALSE	3.2	Q9HBW1	Q9HBW1 Leucine-rich repeat-containing protein 4 OS=Homo sapiens OX=9606 GN=LRRC4 PE=1 SV=2	3zyiA
FALSE	3.2	Q8A8C7	Q8A8C7 Uncharacterized protein OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50) OX=226186 GN=BT_1240 PE=1 SV=1	3sb4A
FALSE	3.3	G1SLW8	G1SLW8 Eukaryotic translation initiation factor 3 subunit M OS=Oryctolagus cuniculus OX=9986 GN=EIF3M PE=1 SV=2	5a5tM
FALSE	3.3	Q8TB72	Q8TB72 Pumilio homolog 2 OS=Homo sapiens OX=9606 GN=PUM2 PE=1 SV=2	3q0qA,3q0rA,3q0sA
FALSE	5.2	P00751	P00751 Complement factor B OS=Homo sapiens OX=9606 GN=CFB PE=1 SV=2	2ok5A,2xwbF,2xwbH,2xwjI,2xwjJ,2xwjK,2xwjL,3hrzD
FALSE	3.3	P07213	P07213 Mitochondrial import receptor subunit TOM70 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOM70 PE=1 SV=2	2gw1A,2gw1B
FALSE	4.10	A2WPN7	A2WPN7 Salt stress-induced protein OS=Oryza sativa subsp. indica OX=39946 GN=SALT PE=1 SV=2	5gvyA
FALSE	3.3	Q9Z2G6	Q9Z2G6 Protein sel-1 homolog 1 OS=Mus musculus OX=10090 GN=Sel1l PE=1 SV=2	5b26A,5b26B,5b26C,5b26D
FALSE	4.1	A0A0M3KKV7	A0A0M3KKV7 Alanine racemase OS=Acinetobacter baumannii (strain ACICU) OX=405416 GN=ACICU_02378 PE=1 SV=1	4qhrA
FALSE	3.1,3.2	A2ICH1	A2ICH1 Parallel beta-helix repeat protein OS=Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485) OX=1094508 GN=Tsac_0939 PE=1 SV=1	3vstA,3vstB,3vstC,3vsuA,3vsuB,3vsuC,3vsuD,3vsvA,3vsvB,3vsvC,3vsvD
FALSE	3.3,3.3	Q90623	Q90623 Protein phosphatase 1 regulatory subunit 12A OS=Gallus gallus OX=9031 GN=PPP1R12A PE=1 SV=1	1s70B
FALSE	3.3	Q816E8	Q816E8 Uncharacterized protein OS=Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711) OX=226900 GN=BC_4913 PE=1 SV=1	3bvsA,3jx7A,3jxyA,3jxzA,3jy1A,5cl3A,5cl4A,5cl5A,5cl6A,5cl7A,5cl8A,5cl9A,5claA,5clbA,5clcA,5cldA,5cleA,5kubA,5uufA,5uugA,5uuhA
FALSE	3.3	Q9RRX4	Q9RRX4 Uncharacterized protein OS=Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422) OX=243230 GN=DR_2358 PE=1 SV=1	3gw4A,3gw4B
FALSE	3.1	O09496	O09496 K5 lyase OS=Escherichia virus K5 OX=56637 PE=1 SV=2	2x3hA,2x3hB,2x3hC
FALSE	4.1	O87198	O87198 Homocitrate synthase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=lys20 PE=1 SV=2	2ztjA,2ztkA,3a9iA
FALSE	4.5	Q18CL1	Q18CL1 UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Clostridioides difficile (strain 630) OX=272563 GN=murA PE=1 SV=1	6q03A
FALSE	3.3	A8Y5U5	A8Y5U5 Bacterial kinesin light chain OS=Prosthecobacter vanneervenii OX=48466 GN=bklc PE=1 SV=1	5o01A
FALSE	5.4,5.2	Q8ZKG6	Q8ZKG6 Putative inner membrane protein OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=STM4261 PE=1 SV=1	2yn3A,2yn3B,2yn3C,2yn5A,2yn5B
FALSE	3.3	A4IKE6	A4IKE6 Uncharacterized protein OS=Geobacillus thermodenitrificans (strain NG80-2) OX=420246 GN=GTNG_0418 PE=1 SV=1	2ynqA,2ynqB,2ynqC,2ynqD
FALSE	4.2,4.4,4.2,4.4	Q09057	Q09057 Transferrin-binding protein B OS=Neisseria meningitidis serogroup B OX=491 GN=tbpB PE=1 SV=1	3ve1A,3ve1C,3ve2A,3ve2B,5kkxA,5kkxB
FALSE	3.4	Q48152	Q48152 Adhesin OS=Haemophilus influenzae OX=727 GN=hia PE=1 SV=2	1s7mA,1s7mB,1s7mC,1s7mD,1s7mE,1s7mF
FALSE	4.2	Q9HZH0	Q9HZH0 Probable porin OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA3038 PE=1 SV=1	3t24A,3t24B,3t24C
FALSE	4.2	Q8I6J8	Q8I6J8 Kaede OS=Trachyphyllia geoffroyi OX=196280 PE=1 SV=1	2gw3A
FALSE	4.1	P25053	P25053 Thiazole tautomerase OS=Bacillus subtilis (strain 168) OX=224308 GN=tenI PE=1 SV=1	1yadA,1yadB,1yadC,1yadD,3qh2A,3qh2B,3qh2C,3qh2D
FALSE	4.2	Q21LI5	Q21LI5 Cellulose-binding protein OS=Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024) OX=203122 GN=cbm2A PE=1 SV=1	2x32A
FALSE	3.3	Q9USJ7	Q9USJ7 Negative regulator of ofd1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=nro1 PE=1 SV=1	3msvA,3msvB,3qtmA,3qtmB,3qtnB
FALSE	3.1	I7I026	I7I026 Phi92_gp150 OS=Enterobacteria phage phi92 OX=948870 GN=PHI92_gene_150 PE=1 SV=1	6e0vB,6e0vC
FALSE	3.2,3.1	P08953	P08953 Protein toll OS=Drosophila melanogaster OX=7227 GN=Tl PE=1 SV=1	4arnA,4arnB,4arnC,4arnD,4arrA,4arrB,4bv4R
FALSE	3.1,3.2	P39116	P39116 Pectate lyase OS=Bacillus subtilis (strain 168) OX=224308 GN=pel PE=1 SV=1	1bn8A,2bspA,2nzmA,2o04A,2o0vA,2o0wA,2o1dA,3krgA,5amvA,5x2iA
FALSE	3.3	G0S0I4	G0S0I4 Uncharacterized protein OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=CTHT_0010130 PE=1 SV=1	4ynwA
FALSE	4.1	A4YI54	A4YI54 Orotidine-5'-phosphate decarboxylase OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=Msed_1966 PE=1 SV=1	3ve7A,3ve7B,3ve9A,3ve9B
FALSE	4.2	Q7MXJ7	Q7MXJ7 RagA protein OS=Porphyromonas gingivalis (strain ATCC BAA-308 / W83) OX=242619 GN=ragA PE=1 SV=1	6sliB
FALSE	3.1	Q97R46	Q97R46 Bifunctional protein GlmU OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=glmU PE=1 SV=1	1g95A,1g97A,1hm0A,1hm0B,1hm8A,1hm8B,1hm9A,1hm9B
FALSE	3.2	Q99467	Q99467 CD180 antigen OS=Homo sapiens OX=9606 GN=CD180 PE=1 SV=2	3b2dA,3b2dB
FALSE	4.6	F2JVT6	F2JVT6 D-mannose isomerase OS=Marinomonas mediterranea (strain ATCC 700492 / JCM 21426 / NBRC 103028 / MMB-1) OX=717774 GN=Marme_2490 PE=1 SV=1	5x32A
FALSE	4.9	L8WGI4	L8WGI4 Ricin-type beta-trefoil lectin domain-containing protein OS=Thanatephorus cucumeris (strain AG1-IA) OX=983506 GN=AG1IA_08901 PE=1 SV=1	4g9mA
FALSE	4.1	C0RKH4	C0RKH4 Dihydrodipicolinate synthetase OS=Brucella melitensis biotype 2 (strain ATCC 23457) OX=546272 GN=BMEA_B0240 PE=1 SV=1	4o0kA
FALSE	4.4	Q13216	Q13216 DNA excision repair protein ERCC-8 OS=Homo sapiens OX=9606 GN=ERCC8 PE=1 SV=1	4a11B,6fcvB
FALSE	4.4	O43043	O43043 Sterol regulatory element-binding protein cleavage-activating protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=scp1 PE=1 SV=1	4yhcA,4yhcB,5grsA,5grsB,5grsC,5grsD
FALSE	5.5	P42702	P42702 Leukemia inhibitory factor receptor OS=Homo sapiens OX=9606 GN=LIFR PE=1 SV=1	3e0gA
FALSE	4.2	Q12QS6	Q12QS6 Avidin/streptavidin OS=Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013) OX=318161 GN=Sden_0912 PE=1 SV=1	3szhA,3szhB,3szhC,3szhD,3szhE,3szhF,3sziA,3sziB,3sziC,3sziD,3sziE,3sziF,3sziG,3sziH,3sziI,3sziJ,3sziK,3sziL,3szjA,3szjB,3t2wA,3t2xA,3t2xB,3t2xC,3t2xD
FALSE	4.9	P05230	P05230 Fibroblast growth factor 1 OS=Homo sapiens OX=9606 GN=FGF1 PE=1 SV=1	1axmA,1axmB,1axmC,1axmD,1axmE,1axmF,1djsB,1dzcA,1e0oA,1e0oC,1evtA,1evtB,1hknA,1hknB,1hknC,1hknD,1hknE,1hknF,1jt5A,1k5uA,1k5uB,1k5uC,1k5vA,1rg8A,1rg8B,1ry7A,2afgA,2afgB,2afgD,2axmA,2axmB,2ermA,2k4aB,2k8rA,2rq9A,3b9uA,3badA,3badB,3cu1B,3cu1D,3jutA,3jutB,3jutC,3jutD,3jutE,3jutF,3k1xA,3k1xB,3k1xC,3k1xD,3k1xE,3k1xF,3o3qA,3o3qB,3o3qC,3o3qD,3oj2A,3oj2B,3ojmA,3ojvA,3ojvB,3ud7A,3ud7B,3ud7C,3ud8A,3ud8B,3ud8C,3ud9A,3ud9B,3ud9C,3udaA,3udaB,3udaC,4j23B
FALSE	3.1	A6V1E4	A6V1E4 Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase OS=Pseudomonas aeruginosa (strain PA7) OX=381754 GN=lpxA PE=1 SV=1	5demB
FALSE	4.1	D1A3K8	D1A3K8 4-hydroxy-2-oxovalerate aldolase OS=Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9) OX=471852 GN=Tcur_0536 PE=1 SV=1	4lrtA
FALSE	4.1,4.2	Q9TZZ6	Q9TZZ6 Ornithine decarboxylase OS=Trypanosoma brucei gambiense OX=31285 PE=1 SV=1	1njjA,1njjB,1njjC,1njjD
FALSE	4.4	P43254	P43254 E3 ubiquitin-protein ligase COP1 OS=Arabidopsis thaliana OX=3702 GN=COP1 PE=1 SV=2	5igoA,5igoB,5igoC,5igoD,5kwnA,6qtoA,6qtqA,6qtrA,6qtsA,6qttA,6qtuA,6qtvA,6qtwA,6qtxA
FALSE	4.4	A0A0J9X2A1	A0A0J9X2A1 Dynein tail OS=Sus scrofa OX=9823 PE=1 SV=1	5afu3,5afu4
FALSE	4.1	Q9WZD5	Q9WZD5 Uncharacterized protein OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 GN=TM_0667 PE=1 SV=1	1j6oA
FALSE	3.3	Q12745	Q12745 Protein transport protein SEC39 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC39 PE=1 SV=1	3k8pD
FALSE	3.3	P0AGC3	P0AGC3 Soluble lytic murein transglycosylase OS=Escherichia coli (strain K12) OX=83333 GN=slt PE=1 SV=1	1qsaA,1qteA,1slyA
FALSE	4.4	O76071	O76071 Probable cytosolic iron-sulfur protein assembly protein CIAO1 OS=Homo sapiens OX=9606 GN=CIAO1 PE=1 SV=1	3fm0A
FALSE	4.1	Q8FNZ7	Q8FNZ7 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395) OX=196164 GN=hisA PE=1 SV=1	4axkB
FALSE	4.7	Q60357	Q60357 Translation initiation factor 6 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=eif6 PE=1 SV=1	1g61A,1g61B
FALSE	4.2	P53634	P53634 Dipeptidyl peptidase 1 OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=2	3pdfA
FALSE	3.3	Q8K368	Q8K368 Fanconi anemia group I protein homolog OS=Mus musculus OX=10090 GN=Fanci PE=1 SV=2	3s4wA,3s4zB,3s51A,3s51B,3s51C,3s51D
FALSE	4.1	P50097	P50097 Inosine-5'-monophosphate dehydrogenase OS=Tritrichomonas foetus OX=56690 GN=IMPDH PE=1 SV=1	1lrtC,1mewA
FALSE	4.4,4.9	A3DD67	A3DD67 Ricin B lectin OS=Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) OX=203119 GN=Cthe_0661 PE=1 SV=1	3vsfA,3vsfB,3vsfC,3vsfD,3vsfE,3vsfF,3vszA,3vszB,3vszC,3vszD,3vszE,3vszF,3vt0A,3vt0B,3vt0C,3vt0D,3vt0E,3vt0F,3vt1A,3vt1B,3vt1C,3vt1D,3vt1E,3vt1F,3vt2A,3vt2B,3vt2C,3vt2D,3vt2E,3vt2F
FALSE	3.3	G0S5S6	G0S5S6 Uncharacterized protein OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=CTHT_0033460 PE=1 SV=1	4gmoA,5affA
FALSE	5.2	Q9EQK5	Q9EQK5 Major vault protein OS=Mus musculus OX=10090 GN=Mvp PE=1 SV=4	3gf5A,3gf5B,3gnfB,3gngA
FALSE	4.1	O93627	O93627 Ribulose bisphosphate carboxylase OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=rbcL PE=1 SV=5	1gehA,1gehB,1gehC,1gehD,1gehE,3a12A,3a12B,3a12C,3a12D,3a12E,3a12F,3a12G,3a12H,3a12I,3a12J,3a13A,3a13B,3a13C,3a13D,3a13E,3a13F,3a13G,3a13H,3a13I,3a13J,3kdoA,3kdoB,3kdoC,3kdoD,3kdoE,3kdoF,3kdoG,3kdoH,3kdoI,3kdoJ,3wqpA,3wqpB,3wqpC,3wqpD,3wqpE,3wqpF,3wqpG,3wqpH,3wqpI,3wqpJ
FALSE	4.9	Q7SIF8	Q7SIF8 Fibroblast growth factor 1 (Fragment) OS=Notophthalmus viridescens OX=8316 GN=fgf1 PE=1 SV=1	1fmmS
FALSE	4.6	P53611	P53611 Geranylgeranyl transferase type-2 subunit beta OS=Homo sapiens OX=9606 GN=RABGGTB PE=1 SV=2	6j6xB
FALSE	4.6	P17560	P17560 N-acylglucosamine 2-epimerase OS=Sus scrofa OX=9823 GN=RENBP PE=1 SV=2	1fp3A
FALSE	4.1	B4E7W8	B4E7W8 HpcH/HpaI aldolase/citrate lyase family protein OS=Burkholderia cenocepacia (strain ATCC BAA-245 / DSM 16553 / LMG 16656 / NCTC 13227 / J2315 / CF5610) OX=216591 GN=BCAL0476 PE=1 SV=1	4mf4A
FALSE	3.6	Q03392	Q03392 Proliferating cell nuclear antigen OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pcn1 PE=1 SV=1	6qh1A
FALSE	3.6	Q99638	Q99638 Cell cycle checkpoint control protein RAD9A OS=Homo sapiens OX=9606 GN=RAD9A PE=1 SV=1	3g65A
FALSE	4.1	O85465	O85465 Endoglucanase 5A OS=Salipaludibacillus agaradhaerens OX=76935 GN=cel5A PE=1 SV=1	1a3hA,1e5jA,1h11A,1h2jA,1h5vA,1hf6A,1ocqA,1qhzA,1qi0A,1qi2A,1w3kA,1w3lA,2a3hA,2v38A,3a3hA,4a3hA,5a3hA,6a3hA,7a3hA,8a3hA
FALSE	4.6	Q8ZKT7	Q8ZKT7 Sulfoquinovose isomerase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=yihS PE=1 SV=1	2afaA
FALSE	4.1	P0A877	P0A877 Tryptophan synthase alpha chain OS=Escherichia coli (strain K12) OX=83333 GN=trpA PE=1 SV=1	1v7yA,1v7yB,1wq5A,1wq5B,1xc4A,1xc4B,1xcfA,1xcfB
FALSE	3.3,3.3	D3GUX1	D3GUX1 Putative type VI secretion protein OS=Escherichia coli O44:H18 (strain 042 / EAEC) OX=216592 GN=EC042_4540 PE=1 SV=1	4yo3A,4yo3B,4yo3C,4yo3D,4yo3E,4yo3F,4yo3G,4yo3H,4yo3I,4yo3J,4yo3K,4yo3L,4yo5A,4yo5B,4yo5C,4yo5D,4yo5E,4yo5F,4yo5G,4yo5H,4yo5I,4yo5J,4yo5K,4yo5L
FALSE	4.5	Q9HVW7	Q9HVW7 UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=murA PE=1 SV=1	5bq2A,5bq2B,5bq2C,5bq2D
FALSE	4.1	Q9NTM9	Q9NTM9 Copper homeostasis protein cutC homolog OS=Homo sapiens OX=9606 GN=CUTC PE=1 SV=1	3iwpA,3iwpB,3iwpC,3iwpD,3iwpE,3iwpF,3iwpG,3iwpH,3iwpI,3iwpJ,3iwpK,3iwpL
FALSE	4.9	Q03988	Q03988 Mosquitocidal toxin OS=Lysinibacillus sphaericus OX=1421 GN=mtx1 PE=1 SV=1	2vsaA,2vseA,2vseB
FALSE	4.4	Q8N136	Q8N136 Dynein assembly factor with WDR repeat domains 1 OS=Homo sapiens OX=9606 GN=DAW1 PE=1 SV=1	5nnzA
FALSE	4.2	D0CC21	D0CC21 TonB-dependent siderophore receptor OS=Acinetobacter baumannii (strain ATCC 19606 / DSM 30007 / JCM 6841 / CCUG 19606 / CIP 70.34 / NBRC 109757 / NCIMB 12457 / NCTC 12156 / 81) OX=575584 GN=HMPREF0010_02301 PE=1 SV=1	6h7vA
